sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,year,fl,tl,wt,liver_wt,sex,gonad_wt,full_gut_wt,empty_gut_wt,stom_content,number_content,content_wt,notes...14,,
CR1-O24-CI-7-L,4.751824659,-27.11569359,-26.7788425,-28.5,4.98,creek,cisco,october,liver,2024,113,120,10.8185,NA,NA,NA,NA,0.039,dark brown invert parts,many,NA,NA,,
CR1-O24-CI-7-M,3.794586145,-27.10335972,-26.45446987,-27.54,5.66,creek,cisco,october,muscle,2024,113,120,10.8185,NA,NA,NA,NA,0.039,dark brown invert parts,many,NA,NA,,
CR1-O24-CI-8-L,4.81876654,-27.13942113,-26.82552528,-28.59,4.05,creek,cisco,october,liver,2024,98,111,8.3456,NA,NA,NA,NA,NA,zooplankton,1,NA,NA,,
CR1-O24-CI-8-M,3.657994024,-24.74858592,-24.05771406,-25.05,3.86,creek,cisco,october,muscle,2024,98,111,8.3456,NA,NA,NA,NA,NA,zooplankton,1,NA,NA,,
CR1-O24-CI-9-L,3.719583846,-24.87761199,-24.20558922,-25.24,4.11,creek,cisco,october,liver,2024,105,118,10.1739,NA,NA,NA,NA,0.0148,invert parts,many,NA,NA,,
CR1-O24-CI-9-M,4.941955662,-26.55746389,-26.28618746,-28.13,4.58,creek,cisco,october,muscle,2024,105,118,10.1739,NA,NA,NA,NA,0.0148,invert parts,many,NA,NA,,
CC25-22-504-L,5.401750395,-29.37226711,-29.26430196,-31.4,5.47,creek,common shiner,may,liver,2022,65,72,4.3,NA,F,NA,NA,NA,Detritus,NA,NA,Muscle and liver taken,,
CC25-22-504-M,3.759303971,-28.40828907,-27.74849273,-28.81,7.87,creek,common shiner,may,muscle,2022,65,72,4.3,NA,F,NA,NA,NA,Detritus,NA,NA,Muscle and liver taken,,
EF4-A22-104-M,3.861973235,-28.1866465,-27.55870764,-28.69,7.03,creek,common shiner,august,muscle,2022,65,72,3.1,NA,NA,NA,NA,NA,NA,NA,NA,muscle taken,,
OP3-22-132-L,6.013835357,-28.246303,-28.36581157,-30.88,6.09,lake,common shiner,may,liver,2022,124,139,25,NA,M,NA,NA,NA,Dog food,NA,NA,NA,,
OP3-22-132-M,3.724078007,-28.92316277,-28.25252061,-29.29,6.71,lake,common shiner,may,muscle,2022,124,139,25,NA,M,NA,NA,NA,Dog food,NA,NA,NA,,
OP4-22-23-M,3.752710656,-28.28481645,-27.62298678,-28.68,6.26,lake,common shiner,may,muscle,2022,137,151,36.83,NA,M,NA,NA,NA,Dog food,NA,NA,"Fin taken, no liver",,
OP7-S22-105-L,6.511177254,-22.69393452,-23.00642655,-25.82,3.8,lake,common shiner,august,liver,2022,132,143,28.36,NA,M,NA,NA,NA,0.25g of dog food,NA,NA,Liver taken,,
OP7-S22-105-M,3.697479761,-28.73949504,-28.06069219,-29.08,5.78,lake,common shiner,august,muscle,2022,132,143,28.36,NA,M,NA,NA,NA,0.25g of dog food,NA,NA,Liver taken,,
OP7-S22-106-M,3.736230882,-31.96113143,-31.29422615,-32.34,4.19,lake,common shiner,august,muscle,2022,135,150,35.84,NA,M,NA,NA,NA,0.177g brown liquid,NA,NA,Liver taken,,
OP9-22-334-M,3.912844147,-27.98628429,-27.37426555,-28.54,6.7,lake,common shiner,may,muscle,2022,106,116,13.4724,NA,M,NA,NA,NA,Dog food and detritus,NA,NA,No liver taken,,
WD-A22-57-M,3.971104429,-27.67860661,-27.08492999,-28.29,7.7,creek,common shiner,august,muscle,2022,79,86,5,NA,NA,NA,NA,NA,NA,NA,NA,no liver,,
WU-14-22-L,8.065302433,-27.66535059,-28.62510628,-32.33,4.94,creek,common shiner,may,liver,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-14-22-M,4.061760925,-28.19885668,-27.63395285,-28.9,5.47,creek,common shiner,may,muscle,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-22-03-M,3.759399279,-31.19819471,-30.53842778,-31.6,5.41,creek,common shiner,may,muscle,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-22-04-L,5.629516317,-29.01677885,-28.99213885,-31.27,4.86,creek,common shiner,may,liver,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-22-04-M,3.78630195,-27.14156107,-26.4901065,-27.57,6.46,creek,common shiner,may,muscle,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-22-07-L,5.687522094,-30.41935313,-30.41618597,-32.73,3.86,creek,common shiner,may,liver,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-22-07-M,3.770884673,-29.95682417,-29.3006029,-30.37,6.83,creek,common shiner,may,muscle,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WU-22-10-L,7.970301804,-26.23940121,-27.15775533,-30.81,6.06,creek,common shiner,may,liver,2022,146,160,40,NA,M,NA,NA,NA,Algae,NA,NA,NA,,
WU-22-10-M,3.997331262,-28.10264205,-27.51726047,-28.74,6.04,creek,common shiner,may,muscle,2022,146,160,40,NA,M,NA,NA,NA,Algae,NA,NA,NA,,
WU-22-24-M,4.185248888,-29.7066036,-29.1813427,-30.53,4.49,creek,common shiner,may,muscle,2022,110,120,15,NA,NA,NA,NA,NA,Green goo,NA,NA,No Liver,,
CR5-023-CS-1-L,9.601024403,-24.73498584,-26.39489685,-30.92,5.37,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-1-M,3.958899358,-28.17068964,-27.57316083,-28.77,6.63,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-2-L,12.56169771,-23.90391927,-27.06206879,-33.02,5.48,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-2-M,4.000949082,-29.39906041,-28.81482493,-30.04,6.2,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-23-L,5.947290333,-29.03218257,-29.1264168,-31.6,5.42,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-23-M,3.848971776,-29.94951794,-29.31752462,-30.44,6.27,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-3-L,6.470735159,-31.43397219,-31.73050545,-34.52,6.55,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-3-M,3.865748784,-30.8529087,-30.22614834,-31.36,7.68,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-30-L,7.10562666,-26.10542961,-26.65779023,-29.82,5.71,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-30-M,3.930763933,-27.47854371,-26.87215423,-28.05,5.55,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-4-L,5.988182162,-29.22169966,-29.33144945,-31.83,4.4,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-4-M,3.912241758,-29.57688066,-28.96467287,-30.13,5.29,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-5-L,5.74171334,-29.43570379,-29.45268912,-31.8,5.85,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-5-M,3.919936137,-29.72926322,-29.11947101,-30.29,7.37,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-6-L,7.257349575,-28.93522392,-29.55036557,-32.8,5.48,creek,common shiner,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-CS-6-M,3.807120106,-29.3309511,-28.6859462,-29.78,5.88,creek,common shiner,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A23-CS-1-M,3.853759054,-28.52477854,-27.89427743,-29.02,6.61,creek,common shiner,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A23-CS-10-M,3.784722389,-31.36312483,-30.71118152,-31.79,5.4,creek,common shiner,august,muscle,2023,88,98,8.5063,NA,F,0.1266,0.3633,0.2251,Green Goo,NA,0.0302,NA,,
CR5-A23-CS-10-M,3.784722389,-31.36312483,-30.71118152,-31.79,5.4,creek,common shiner,august,muscle,2023,94,103,9.2555,NA,F,0.1259,0.5843,0.4835,Algae,NA,0.0669,NA,,
CR5-A23-CS-11-M,4.022872444,-29.87735628,-29.30007552,-30.54,6.53,creek,common shiner,august,muscle,2023,70,77,3.2881,0.024,F,0.0581,NA,0.122,Empty,NA,NA,NA,,
CR5-A23-CS-6-L,5.480082918,-29.14471791,-29.0652307,-31.25,6.34,creek,common shiner,august,liver,2023,117,127,20.7638,NA,M,0.0841,0.554,0.554,Empty,NA,NA,NA,,
CR5-A23-CS-6-M,3.662117588,-28.04450359,-27.35488956,-28.35,6.94,creek,common shiner,august,muscle,2023,117,127,20.7638,NA,M,0.0841,0.554,0.554,Empty,NA,NA,NA,,
CR5-A23-CS-7-L,8.612878957,-28.49324983,-29.69607768,-33.7,5.24,creek,common shiner,august,liver,2023,94,105,10.2986,NA,M,0.0667,0.515,0.4528,Dark pink and brown goo,NA,0.0622,NA,,
CR5-A23-CS-7-L,8.37922645,-28.95456581,-30.05275785,-33.93,5.39,creek,common shiner,august,liver,2023,94,105,10.2986,NA,M,0.0667,0.515,0.4528,Dark pink and brown goo,NA,0.0622,NA,,
CR5-A23-CS-7-M,3.95099574,-29.65851422,-29.05849358,-30.25,6.18,creek,common shiner,august,muscle,2023,94,105,10.2986,NA,M,0.0667,0.515,0.4528,Dark pink and brown goo,NA,0.0622,NA,,
CR5-A23-CS-8-L,5.773030016,-29.81470028,-29.84337183,-32.21,5.79,creek,common shiner,august,liver,2023,119,133,15.7696,NA,F,0.1657,0.5191,0.5191,Empty,NA,NA,NA,,
CR5-A23-CS-8-M,3.740866327,-27.52654234,-26.86106377,-27.91,6,creek,common shiner,august,muscle,2023,119,133,15.7696,NA,F,0.1657,0.5191,0.5191,Empty,NA,NA,NA,,
CR5-M23-CS-1,9.860234707,-24.70836764,-26.49195359,-31.15,6.24,creek,common shiner,may,N/A,2023,89,95,8.7989,NA,F,0.0937,NA,0.2633,Green and pink goo,NA,0.0636,NA,,
CR5-M23-CS-1-M,3.835669073,-29.09268762,-28.45655193,-29.57,7.48,creek,common shiner,may,muscle,2023,89,95,8.7989,NA,F,0.0937,NA,0.2633,Green and pink goo,NA,0.0636,NA,,
CR5-M23-CS-10-L,7.987541101,-25.90233431,-26.82818422,-30.49,5.64,creek,common shiner,may,liver,2023,156,172,69.0863,NA,M,0.6644,NA,2.2002,Green goo,NA,0.3578,NA,,
CR5-M23-CS-10-M,3.857367926,-27.66120575,-27.03183008,-28.16,5.81,creek,common shiner,may,muscle,2023,156,172,69.0863,NA,M,0.6644,NA,2.2002,Green goo,NA,0.3578,NA,,
CR5-M23-CS-12-L,6.902396094,-30.97662787,-31.44587825,-34.49,4.97,creek,common shiner,may,liver,2023,108,120,17.0991,NA,F,1.54,NA,0.4589,Detritus/Algae,NA,0.1313,NA,,
CR5-M23-CS-12-M,4.081633503,-33.30918283,-32.75062368,-34.03,5.52,creek,common shiner,may,muscle,2023,108,120,17.0991,NA,F,1.54,NA,0.4589,Detritus/Algae,NA,0.1313,NA,,
CR5-M23-CS-2-L,6.76261575,-27.32501041,-27.73775995,-30.7,6.52,creek,common shiner,may,liver,2023,79,97,5.6075,NA,M,0.0259,NA,0.1262,Detritus,NA,0.0247,NA,,
CR5-M23-CS-2-M,3.900628319,-28.20837796,-27.59252811,-28.75,6.61,creek,common shiner,may,muscle,2023,79,97,5.6075,NA,M,0.0259,NA,0.1262,Detritus,NA,0.0247,NA,,
CR5-M23-CS-3-M,3.898847873,-29.44014061,-28.82373281,-29.98,6.7,creek,common shiner,may,muscle,2023,69,78,4.1087,NA,F,0.2442,NA,0.0587,Pink goo,NA,0.0199,NA,,
CR5-M23-CS-4-L,8.129217925,-25.45207425,-26.43981401,-30.18,5.82,creek,common shiner,may,liver,2023,109,120,15.4466,NA,M,0.1292,NA,0.4055,Detritus,NA,0.0471,NA,,
CR5-M23-CS-4-M,3.842988652,-28.47544123,-27.84158405,-28.96,6.27,creek,common shiner,may,muscle,2023,109,120,15.4466,NA,M,0.1292,NA,0.4055,Detritus,NA,0.0471,NA,,
CR5-M23-CS-5-L,4.899611758,-29.00938436,-28.72340353,-30.54,5.11,creek,common shiner,may,liver,2023,93,94,10.4425,NA,F,1.2868,NA,0.2434,Pink goo,NA,0.0924,NA,,
CR5-M23-CS-5-M,3.881595156,-29.2472208,-28.62541206,-29.77,6.2,creek,common shiner,may,muscle,2023,93,94,10.4425,NA,F,1.2868,NA,0.2434,Pink goo,NA,0.0924,NA,,
CR5-M23-CS-6-L,6.072350346,-28.48837316,-28.63021403,-31.18,6.18,creek,common shiner,may,liver,2023,117,128,21.2547,NA,M,0.2895,NA,0.4372,Pink goo with some invert parts,NA,0.1617,NA,,
CR5-M23-CS-6-M,3.775886908,-29.87187196,-29.21719637,-30.29,5.1,creek,common shiner,may,muscle,2023,117,128,21.2547,NA,M,0.2895,NA,0.4372,Pink goo with some invert parts,NA,0.1617,NA,,
CR5-M23-CS-7-L,9.867685391,-24.77099146,-26.55815484,-31.22,6.13,creek,common shiner,may,liver,2023,130,143,32.677,NA,M,0.3893,NA,0.9463,pink goo,NA,0.2548,NA,,
CR5-M23-CS-7-M,3.910864965,-28.39824368,-27.78560388,-28.95,6.06,creek,common shiner,may,muscle,2023,130,143,32.677,NA,M,0.3893,NA,0.9463,pink goo,NA,0.2548,NA,,
CR5-M23-CS-8-L,9.220604446,-25.5016016,-26.98280653,-31.31,5.08,creek,common shiner,may,liver,2023,139,152,37.7807,NA,M,0.3722,NA,1.2869,green and pink goo,NA,0.4196,NA,,
CR5-M23-CS-8-M,3.782612733,-28.63521339,-27.98261745,-29.06,5.4,creek,common shiner,may,muscle,2023,139,152,37.7807,NA,M,0.3722,NA,1.2869,green and pink goo,NA,0.4196,NA,,
CR5-M23-CS-9-L,7.801348764,-28.14666472,-28.99196147,-32.55,5.18,creek,common shiner,may,liver,2023,70,75,3.8527,NA,M,0.0356,NA,0.1035,Green goo,NA,0.0301,NA,,
CR5-M23-CS-9-M,4.017635765,-34.42254059,-33.84359711,-35.08,4.82,creek,common shiner,may,muscle,2023,70,75,3.8527,NA,M,0.0356,NA,0.1035,Green goo,NA,0.0301,NA,,
CR9-A23-CS-2-L,5.813533887,-29.10460145,-29.14843114,-31.54,5.83,creek,common shiner,august,liver,2023,65,70,3.1784,Too small,IND,NA,0.06,0.0483,Caddisfly larvae,1,0.0117,NA,,
CR9-A23-CS-3-M,3.856661577,-29.93190504,-29.30230905,-30.43,6.52,creek,common shiner,august,muscle,2023,58,62,2.2878,Too small,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-CS-5-M,3.8981893,-29.90079259,-29.28417844,-30.44,6.73,creek,common shiner,august,muscle,2023,86,95,9.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-CS-1-M,3.890177459,-29.37872432,-28.75960097,-29.91,6.72,creek,common shiner,august,muscle,2023,57,63,1.6834,Too small,IND,NA,,,Odonate parts ,,0.0732,NA,,
FN-023-CS-1-L,6.865720238,-27.16293696,-27.61731006,-30.64,5.11,creek,common shiner,october,liver,2023,105,113,11.1627,,F,0.3131,0.4311,0.3526,Algae,NA,NA,NA,,
FN-023-CS-1-M,4.075225915,-30.16552634,-29.60491998,-30.88,5.75,creek,common shiner,october,muscle,2023,105,113,11.1627,,F,0.3131,0.4311,0.3526,Algae,NA,NA,NA,,
FN-023-CS-3-L,6.461435411,-29.33317894,-29.62604903,-32.41,5.45,creek,common shiner,october,liver,2023,110,122,forgot to weigh,,F,,0.4355,0.4355,Empty,NA,NA,NA,,
FN-023-CS-3-M,3.879069011,-30.30972168,-29.687123,-30.83,7.08,creek,common shiner,october,muscle,2023,110,122,forgot to weigh,,F,,0.4355,0.4355,Empty,NA,NA,NA,,
FN-023-CS-4-L,9.477273767,-28.10749897,-29.70890817,-34.17,6.36,creek,common shiner,october,liver,2023,103,110,12.0939,,F,0.2139,0.6346,0.3922,Detritus,NA,NA,NA,,
FN-023-CS-4-M,4.01430497,-30.23583808,-29.65583751,-30.89,7.56,creek,common shiner,october,muscle,2023,103,110,12.0939,,F,0.2139,0.6346,0.3922,Detritus,NA,NA,NA,,
FN-023-CS-5-L,6.191115351,-26.5107958,-26.69827186,-29.32,3.63,creek,common shiner,october,liver,2023,109,118,12.7226,,M,0.1022,0.4045,0.2765,Detritus and algae,NA,NA,NA,,
FN-023-CS-5-M,3.925433944,-27.6038204,-26.99575542,-28.17,4.7,creek,common shiner,october,muscle,2023,109,118,12.7226,,M,0.1022,0.4045,0.2765,Detritus and algae,NA,NA,NA,,
FN-023-CS-6-L,7.136135708,-28.10522565,-28.67016036,-31.85,4.83,creek,common shiner,october,liver,2023,110,120,15.6651,,F,0.5521,0.7173,0.4377,Algae,NA,NA,NA,,
FN-023-CS-6-M,3.928536138,-30.53074922,-29.92365931,-31.1,5.84,creek,common shiner,october,muscle,2023,110,120,15.6651,,F,0.5521,0.7173,0.4377,Algae,NA,NA,NA,,
FN-023-CS-7-L,6.65321212,-26.75332,-27.12222761,-30.02,5.83,creek,common shiner,october,liver,2023,100,110,11.1963,,M,0.0557,0.4474,0.3219,Detritus,NA,NA,NA,,
FN-023-CS-7-M,3.99692501,-29.10304424,-28.51753399,-29.74,6.52,creek,common shiner,october,muscle,2023,100,110,11.1963,,M,0.0557,0.4474,0.3219,Detritus,NA,NA,NA,,
FN-023-CS-8-L,6.655417512,-27.67113666,-28.04092474,-30.94,5.56,creek,common shiner,october,liver,2023,99,109,11.1968,,F,0.4047,0.5348,0.301,Algae,NA,NA,NA,,
FN-023-CS-8-M,3.889994088,-29.29890585,-28.67972511,-29.83,6.05,creek,common shiner,october,muscle,2023,99,109,11.1968,,F,0.4047,0.5348,0.301,Algae,NA,NA,NA,,
FN-A23-CS-1-M,3.977935192,-29.65184416,-29.06032571,-30.27,7.03,creek,common shiner,august,muscle,2023,98,108,11.4977,,F,0.0845,0.3013,0.0465,Algae,,0.2691,,,
FN-A23-CS-10-M,3.949335658,-30.1801577,-29.57961395,-30.77,6.2,creek,common shiner,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
FN-A23-CS-2-M,3.778775741,-30.03901202,-29.38522947,-30.46,4.86,creek,common shiner,august,muscle,2023,76,86,5.5471,to small,NA,NA,NA,NA,NA,NA,NA,NA,,
FN-M23-CS-1-M,3.927931823,-29.5513475,-28.94406761,-30.12,4.52,creek,common shiner,may,muscle,2023,51,57,1.2144,NA,NA,NA,NA,0.0508,Detritus,NA,0.0457,NA,,
FN-M23-CS-11-L,7.465738182,-29.9189192,-30.62129961,-33.99,5.74,creek,common shiner,may,liver,2023,115,126,20.9841,NA,M,0.2918,NA,0.5748,Megaloptera,NA,0.2943,NA,,
FN-M23-CS-11-M,4.068818327,-31.74186986,-31.17921768,-32.45,5.07,creek,common shiner,may,muscle,2023,115,126,20.9841,NA,M,0.2918,NA,0.5748,Megaloptera,NA,0.2943,NA,,
FN-M23-CS-12-L,8.293199139,-28.27973285,-29.33974129,-33.17,5.45,creek,common shiner,may,liver,2023,129,141,32.287,0.517,M,0.4541,Too small,0.6792,Pink/green goo,NA,0.2134,NA,,
FN-M23-CS-12-M,4.049350297,-31.72114321,-31.15228387,-32.41,5.3,creek,common shiner,may,muscle,2023,129,141,32.287,0.517,M,0.4541,Too small,0.6792,Pink/green goo,NA,0.2134,NA,,
FN-M23-CS-2-L,5.735316397,-29.07203677,-29.08663862,-31.43,5.76,creek,common shiner,may,liver,2023,52,57,1.6626,NA,NA,Too small,Too small,Too small,NA,NA,NA,NA,,
FN-M23-CS-2-M,4.042141317,-28.2082801,-27.63712553,-28.89,5.94,creek,common shiner,may,muscle,2023,52,57,1.6626,NA,NA,Too small,Too small,Too small,NA,NA,NA,NA,,
FN-M23-CS-3-M,4.481604672,-27.89321137,-27.46517883,-29.01,5.37,creek,common shiner,may,muscle,2023,55,62,1.5512,NA,NA,Too small,Too small,Too small,NA,NA,NA,NA,,
FN-M23-CS-4-L,8.356591128,-26.60697478,-27.6951021,-31.56,4.78,creek,common shiner,may,liver,2023,123,135,24.5067,NA,M,0.2908,NA,0.541,Detritus,NA,0.0978,NA,,
FN-M23-CS-4-M,4.041293908,-29.73911903,-29.16769478,-30.42,5.53,creek,common shiner,may,muscle,2023,123,135,24.5067,NA,M,0.2908,NA,0.541,Detritus,NA,0.0978,NA,,
FN-M23-CS-5-L,6.343936381,-29.59950298,-29.84630332,-32.56,4.37,creek,common shiner,may,liver,2023,124,139,25.083,NA,M,0.2573,NA,0.6373,Detritus,NA,0.0772,NA,,
FN-M23-CS-5-M,4.060738441,-34.43986894,-33.87463902,-35.14,4.2,creek,common shiner,may,muscle,2023,124,139,25.083,NA,M,0.2573,NA,0.6373,Detritus,NA,0.0772,NA,,
FN-M23-CS-6-M,4.129427806,-31.69186647,-31.14862149,-32.46,5.22,creek,common shiner,may,muscle,2023,91,102,8.1819,NA,NA,NA,NA,0.083,Detritus,NA,0.0333,NA,,
FN-M23-CS-7-L,5.433137841,-31.59119354,-31.49461671,-33.65,3.7,creek,common shiner,may,liver,2023,95,97,13.4969,NA,F,1.1252,NA,0.1872,Detritus,NA,0.0559,NA,,
FN-M23-CS-7-M,4.060725875,-27.32988138,-26.76464745,-28.03,7.06,creek,common shiner,may,muscle,2023,95,97,13.4969,NA,F,1.1252,NA,0.1872,Detritus,NA,0.0559,NA,,
FN-M23-CS-8-L,4.839600317,-28.64879569,-28.34207347,-30.12,5.82,creek,common shiner,may,liver,2023,70,77,3.6671,NA,F,0.1913,NA,0.0363,Detritus,NA,0.0031,NA,,
FN-M23-CS-8-M,4.133387097,-28.88794677,-28.34597389,-29.66,6.64,creek,common shiner,may,muscle,2023,70,77,3.6671,NA,F,0.1913,NA,0.0363,Detritus,NA,0.0031,NA,,
FN-M23-CS-9-L,5.223614193,-26.98862195,-26.81660062,-28.84,5.65,creek,common shiner,may,liver,2023,92,101,8.5344,NA,F,0.7699,NA,0.2122,Detritus,NA,0.0508,NA,,
FN-M23-CS-9-L,5.223614193,-26.98862195,-26.81660062,-28.84,5.65,creek,common shiner,may,liver,2023,126,135,26.3534,NA,M,0.2312,NA,0.3546,Odonate and potentially mayfly parts,NA,0.4691,NA,,
FN-M23-CS-9-M,4.203522477,-28.45851275,-27.93916198,-29.3,6.75,creek,common shiner,may,muscle,2023,92,101,8.5344,NA,F,0.7699,NA,0.2122,Detritus,NA,0.0508,NA,,
FN-M23-CS-9-M,4.203522477,-28.45851275,-27.93916198,-29.3,6.75,creek,common shiner,may,muscle,2023,126,135,26.3534,NA,M,0.2312,NA,0.3546,Odonate and potentially mayfly parts,NA,0.4691,NA,,
LK-M23-CS-100-L,6.869285347,-27.37940751,-27.83522512,-30.86,4.51,lake,common shiner,may,liver,2023,137,152,37.6088,NA,M,0.4257,NA,1.3566,Macroinvertebrate parts (odonate probably),NA,0.2238,NA,,
LK-M23-CS-100-M,4.135064106,-29.46628654,-28.92485263,-30.24,5.26,lake,common shiner,may,muscle,2023,137,152,37.6088,NA,M,0.4257,NA,1.3566,Macroinvertebrate parts (odonate probably),NA,0.2238,NA,,
LK-M23-CS-101-L,7.936240088,-26.02312231,-26.92668853,-30.56,4.85,lake,common shiner,may,liver,2023,145,161,50.0473,NA,M,0.5734,NA,1.8816,Pink goo,NA,0.3328,NA,,
LK-M23-CS-101-M,3.806097311,-27.62196366,-26.97664154,-28.07,5.86,lake,common shiner,may,muscle,2023,145,161,50.0473,NA,M,0.5734,NA,1.8816,Pink goo,NA,0.3328,NA,,
LK-M23-CS-102-L,6.899066481,-25.85992418,-26.3278224,-29.37,4.97,lake,common shiner,may,liver,2023,130,144,32.9471,NA,M,0.4612,NA,1.5456,Macroinvertebrate parts (appears to be an odonate),NA,0.4571,NA,,
LK-M23-CS-102-M,3.826101316,-26.4421597,-25.80304848,-26.91,5.52,lake,common shiner,may,muscle,2023,130,144,32.9471,NA,M,0.4612,NA,1.5456,Macroinvertebrate parts (appears to be an odonate),NA,0.4571,NA,,
LK1-M23-CS-1-L,6.896408508,-28.09255558,-28.5593746,-31.6,5.64,lake,common shiner,may,liver,2023,131,145,31.1333,NA,M,0.342,NA,1.1322,Macroinvertebrate parts,NA,0.6636,NA,,
LK1-M23-CS-1-M,3.827922369,-28.90035685,-28.26181173,-29.37,6.07,lake,common shiner,may,muscle,2023,131,145,31.1333,NA,M,0.342,NA,1.1322,Macroinvertebrate parts,NA,0.6636,NA,,
LK1-M23-CS-2-L,8.205215962,-23.6068362,-24.62798494,-28.41,5.6,lake,common shiner,may,liver,2023,128,140,30.4102,NA,M,0.3428,NA,1.6373,dog food,NA,0.6236,NA,,
LK1-M23-CS-2-M,3.901785574,-27.75723228,-27.14174515,-28.3,5.72,lake,common shiner,may,muscle,2023,128,140,30.4102,NA,M,0.3428,NA,1.6373,dog food,NA,0.6236,NA,,
LK6-M23-CS-3-L,8.963514824,-26.55612032,-27.91847944,-32.11,4.4,lake,common shiner,may,liver,2023,136,148,36.9378,,M,0.4453,,1.1858,Macroinvertebrate parts,NA,NA,NA,,
LK6-M23-CS-3-M,3.928405135,-30.03087892,-29.42374782,-30.6,5.04,lake,common shiner,may,muscle,2023,136,148,36.9378,,M,0.4453,,1.1858,Macroinvertebrate parts,NA,NA,NA,,
CR1-A24-CS-1-L,7.66267612,-29.2976,-29.32140565,-31.68,5.76,creek,common shiner,august,liver,2024,75,82,4.4333,0.0351,IND,NA,0.1202,0.1202,empty,NA,NA,NA,,
CR1-A24-CS-1-M,3.97659941,-25.8217,-26.40062128,-29.6,7.17,creek,common shiner,august,muscle,2024,75,82,4.4333,0.0351,IND,NA,0.1202,0.1202,empty,NA,NA,NA,,
CR1-O24-CS-1-L,6.160721402,-28.06088581,-28.23664386,-30.84,6.74,creek,common shiner,october,liver,2024,86,97,6.8911,0.0179,F,0.0716,0.2833,0.1726,algae,NA,0.11,NA,,
CR1-O24-CS-1-L,6.160721402,-28.06088581,-28.23664386,-30.84,6.74,creek,common shiner,october,liver,2024,86,97,6.8911,0.0179,F,0.0716,0.2833,0.1726,algae,NA,0.11,NA,,
CR1-O24-CS-1-L,6.160721402,-28.06088581,-28.23664386,-30.84,6.74,creek,common shiner,october,liver,2024,101,111,9.8763,0.095,F,0.4774,0.3852,0.2078,pink goo,NA,NA,NA,,
CR1-O24-CS-1-L,6.815979196,-27.8921806,-28.32643618,-31.32,5.95,creek,common shiner,october,liver,2024,86,97,6.8911,0.0179,F,0.0716,0.2833,0.1726,algae,NA,0.11,NA,,
CR1-O24-CS-1-L,6.815979196,-27.8921806,-28.32643618,-31.32,5.95,creek,common shiner,october,liver,2024,86,97,6.8911,0.0179,F,0.0716,0.2833,0.1726,algae,NA,0.11,NA,,
